transaction_id,customer_id,age,personal_income,family_income,credit_score,loan_amount,has_loan,owns_home,transaction_amount,account_age_days,num_prev_transactions,avg_transaction_value,internet_usage_hrs,mobile_usage_hrs,is_fraud,fraud_amount,gender_Female,gender_Male,education_Bachelor,education_High School,education_Master,education_Other,education_PhD,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Widowed,region_East,region_North,region_South,region_West,Age Group_18–26,Age Group_26–34,Age Group_34–42,Age Group_42–50,Age Group_50–58,Age Group_58–66,Age Group_66–74,Age Group_74–82,Age Group_82–90,transaction_type_ATM,transaction_type_In-Store,transaction_type_Online,transaction_type_Transfer,device_type_ATM,device_type_Desktop,device_type_Mobile,device_type_POS
331,2537,49.8,50599.16,86113.9,709,7204.09,1,1,615.9,4983,46,9138.51,2.7,3.7,1,391.42,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
332,9893,36.5,65317.56,65317.56,793,39137.13,0,0,2229.85,3020,205,8800.5,3.4,0.5,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
333,3395,51.1,51265.61,90648.23,517,38930.54,0,0,106.85,1225,52,9997.42,4.7,6.9,0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
334,7722,39.8,58677.35,101955.82,608,28933.71,1,1,241.28,4589,138,2448.2,3.0,3.3,1,206.71,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
335,9023,64.6,101994.44,123109.1,591,3172.77,0,1,10.0,4395,74,7635.44,4.4,6.3,1,9.63,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
336,5757,47.8,55059.49,86912.7,708,23444.5,0,1,15050.41,1274,41,5868.73,6.8,10.5,1,8190.71,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
337,1030,37.6,52833.2,112145.56,566,58017.19,1,0,3241.74,3253,77,2619.84,2.4,1.1,1,3167.78,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
338,2850,45.2,47049.16,69462.96,711,22948.1,1,1,3090.33,3500,187,9819.23,3.1,3.0,1,2968.76,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
339,1945,56.2,74883.84,89000.23,760,8057.87,0,0,1425.58,4197,52,8980.0,5.3,4.5,1,751.28,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
340,9516,41.5,56375.52,108600.47,706,13886.13,0,0,713.54,3999,87,1293.87,7.0,8.2,1,485.32,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
341,8887,37.7,47012.54,106451.35,673,20753.64,0,1,328.01,1336,109,271.32,1.5,13.9,1,297.37,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
342,2955,53.7,86426.08,116481.52,571,14290.29,1,0,670.04,2151,225,6886.42,0.6,5.6,1,539.91,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
343,1437,53.7,88392.06,133564.01,582,2555.6,0,1,943.12,2432,248,6045.26,4.0,0.9,0,0.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
344,4602,42.4,47991.53,98113.67,750,7481.19,0,1,2823.72,526,69,9358.8,3.8,4.1,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
345,7367,42.9,22669.2,41531.94,712,32429.81,0,0,1551.59,3429,120,2347.71,5.4,3.1,1,1161.19,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
346,7846,53.5,80150.27,102870.69,647,39525.87,0,0,161.3,3636,67,853.04,5.1,6.8,0,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
347,3205,28.3,46307.4,94770.52,617,2953.77,1,0,36.39,939,61,2599.56,3.9,5.9,1,28.82,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
348,3092,28.9,75812.51,131087.73,488,60892.88,0,0,215.91,402,191,199.09,6.1,2.4,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
349,4229,39.2,20597.92,59041.14,564,7974.44,1,1,1056.96,4487,189,368.57,2.6,2.9,1,847.53,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
350,8717,46.8,77851.95,94654.73,803,21712.76,0,1,5411.89,1374,151,9149.43,4.4,4.1,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
351,6850,54.7,35776.56,95582.48,548,27872.43,1,0,2028.92,353,286,3526.65,1.6,4.4,1,1607.91,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
352,7394,72.1,74615.28,96650.72,665,33420.55,1,0,3237.22,2461,96,4113.98,3.9,4.9,1,3232.4,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
353,7178,62.9,60285.46,85258.39,731,58282.94,0,1,1256.12,4700,263,193.53,1.1,5.1,0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
354,9155,47.6,40921.21,76056.28,550,7506.08,0,1,897.79,4861,97,2712.51,1.8,8.1,1,785.04,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
355,3229,49.7,51859.27,105171.68,665,39110.02,0,0,229.48,2814,113,8049.21,7.4,4.0,1,191.29,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
356,1192,35.0,73726.37,116536.01,725,2824.06,1,0,4173.87,2423,125,6158.75,0.5,3.6,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
357,3417,49.7,62117.89,98340.87,651,24418.37,0,1,3057.19,3950,132,7540.27,3.6,1.7,1,2618.82,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
358,6477,45.7,71688.26,108637.59,850,27094.19,1,0,368.13,1245,121,4477.67,5.7,4.4,1,214.26,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
359,7406,54.8,99528.81,130181.53,517,22646.89,1,0,1435.95,1725,197,3104.19,8.4,5.6,0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
360,9238,37.6,28715.17,67087.26,735,5815.46,1,1,1336.42,1937,294,4833.27,4.4,0.7,1,1114.43,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
361,6197,57.8,92344.25,92344.25,636,41278.16,1,1,1962.15,4844,122,3237.48,4.5,4.1,0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
362,7580,73.0,62087.12,87638.01,712,3699.1,0,1,5844.48,810,282,8391.32,4.1,7.9,0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
363,3558,48.4,42024.32,75644.15,685,1102.53,0,1,1733.91,1049,260,2983.76,6.1,6.6,1,1632.58,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
364,5688,56.0,33393.73,46128.52,591,25279.06,0,1,1554.0,3295,39,6601.04,4.9,5.9,1,1225.36,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
365,3440,60.4,56217.59,92012.44,668,12905.27,1,0,103.27,1433,54,1378.45,2.8,6.6,1,69.91,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
366,3728,44.0,78433.0,105365.93,501,37822.5,1,0,129.95,1456,161,6871.8,6.2,3.6,1,118.31,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
367,5988,53.4,57449.02,113781.15,698,9670.6,1,0,414.9,693,289,9133.86,3.1,3.2,1,369.78,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
368,5998,50.2,90223.1,143818.39,674,3685.15,0,0,66.02,2677,200,6089.75,0.8,8.2,1,50.97,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
369,8682,51.5,30976.49,53989.4,701,36211.78,0,1,2720.11,40,276,5602.96,0.8,7.1,1,1569.99,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
370,4544,38.4,59758.22,87495.66,735,15921.75,1,1,2569.86,1068,16,9611.57,3.6,3.1,0,0.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
371,8225,50.4,34952.13,63842.92,679,4194.57,0,1,292.5,2855,173,6277.69,4.2,0.5,1,254.25,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
372,9483,57.5,67272.64,90497.75,662,25486.76,0,1,3616.74,3033,248,2602.91,5.9,3.2,1,3266.06,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
373,3617,71.8,77737.75,110663.12,580,14312.5,1,0,336.33,4710,218,2930.99,5.3,6.4,1,215.13,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
374,5196,64.4,51584.76,70210.53,593,18542.63,0,0,716.71,1105,87,7056.01,4.2,3.4,1,490.23,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
375,2516,82.3,15000.0,28040.77,745,12357.02,0,1,572.64,3118,82,7357.01,6.0,5.8,1,308.55,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
376,4972,38.5,63978.96,103319.63,765,35287.83,0,1,931.41,1819,62,3041.93,4.0,8.5,0,0.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
377,1516,63.1,68734.77,108177.71,631,35387.76,0,1,587.84,3066,287,3459.99,1.4,4.8,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
378,1069,52.8,68085.9,86021.16,654,24715.38,1,1,1342.58,4868,42,9910.65,1.0,5.6,0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
379,1535,82.8,84715.64,128145.98,578,2227.6,0,1,1046.5,3683,12,1028.51,6.6,6.7,1,525.52,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
380,1131,37.9,38578.93,59105.26,744,36508.87,0,1,8620.45,3205,234,4052.4,0.5,2.3,1,7091.7,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
381,6552,37.4,73604.32,107401.8,703,22234.74,0,0,115.1,4329,131,633.85,3.6,3.1,0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
382,9963,41.0,83850.15,126155.31,805,23882.04,1,1,306.73,1106,115,8212.57,10.0,6.8,1,199.0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
383,4044,18.1,24428.25,53924.06,580,9019.17,0,1,108.54,1003,218,932.53,4.9,5.1,1,103.81,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
384,2691,42.1,66393.04,103214.15,620,42285.56,0,0,1966.15,1895,137,6743.33,3.6,5.3,0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
385,5691,38.6,49916.4,72169.96,669,25846.73,0,1,112.1,3155,106,574.27,0.6,5.1,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
386,9499,52.3,58369.55,85422.55,702,2388.97,0,0,3621.15,1329,179,6731.82,7.2,7.4,0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
387,6218,55.1,66953.53,93865.64,633,10477.48,0,1,1434.63,3436,16,8431.94,6.4,6.1,0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
388,8458,78.1,50255.43,69056.75,580,43497.98,1,0,1497.35,1188,242,3994.23,5.4,6.1,1,1163.96,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
389,2681,64.3,46485.84,73834.23,721,966.94,1,1,1649.22,3159,226,5226.04,4.0,8.1,1,890.86,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
390,4908,41.3,60683.05,67453.77,708,65098.67,0,0,374.62,134,242,4021.4,5.1,9.0,1,335.32,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
391,2993,36.5,38255.08,60887.78,577,22736.41,0,1,440.52,3597,141,3011.88,3.7,10.6,1,313.38,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
392,4435,57.4,38283.5,64010.37,758,19959.56,1,0,767.85,4378,199,8034.6,2.1,3.6,0,0.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
393,6750,30.2,73587.47,99744.77,744,6309.54,0,0,1800.33,4420,112,2727.31,5.9,11.2,1,1128.62,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
394,3595,77.5,37024.12,63401.66,661,5721.45,1,0,471.74,1211,127,7232.2,3.9,2.3,1,335.52,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
395,1774,67.7,73326.25,102399.79,656,56966.33,0,1,247.35,4674,21,2069.91,5.0,9.8,0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
396,2885,43.0,69251.83,106443.45,694,7084.2,1,0,7020.92,3168,147,2506.04,3.8,3.4,1,6929.22,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
397,2445,24.3,25483.87,68601.62,581,29878.06,1,0,44.45,4424,89,3371.25,4.9,4.8,0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
398,2120,70.3,46448.71,66702.23,652,9988.54,1,1,3246.03,3564,203,5895.67,4.0,5.0,1,2941.65,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
399,4230,48.3,83882.19,95834.18,478,2999.12,1,1,3102.67,4226,85,4549.68,3.8,2.8,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
400,5647,68.6,40376.69,54746.02,720,215.46,0,1,705.41,3157,167,7454.0,4.1,5.2,1,546.95,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
401,9426,26.1,50711.91,73403.87,525,15716.54,1,0,291.5,1804,72,2143.54,9.9,3.0,1,188.03,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
402,6955,41.0,69241.22,93962.4,770,74410.56,0,1,314.78,3844,298,116.62,5.6,1.9,0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
403,1796,50.1,75667.81,94117.87,624,9213.31,0,0,2390.9,4999,9,7767.81,9.2,4.9,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
404,6975,50.7,54969.22,65527.47,633,8838.19,1,0,2058.96,121,281,8218.28,4.0,9.0,1,1372.93,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
405,6790,43.2,48049.8,71207.98,600,8434.68,1,1,3053.37,476,258,604.21,3.4,4.4,0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
406,2953,59.3,88447.4,121168.8,627,14702.06,1,1,5544.58,138,275,6112.97,1.9,7.4,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
407,6693,34.0,94777.99,133703.44,763,11620.13,0,1,2354.84,4442,238,3788.29,7.2,2.9,0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
408,6040,47.9,79577.16,101215.82,451,42391.05,1,0,338.85,3269,20,7941.02,2.2,1.8,1,338.56,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
409,1622,51.8,61706.36,85511.4,752,14085.0,1,0,557.95,4083,233,8745.4,7.6,6.1,1,496.72,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
410,3687,57.7,43834.69,59934.21,677,14175.69,0,0,3692.77,4567,221,8511.53,2.0,9.4,1,2375.95,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
411,4491,60.7,43391.11,72919.52,553,2978.62,0,1,469.69,1275,17,7774.27,5.8,5.5,0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
412,4951,33.1,70450.28,87723.85,564,81186.74,0,0,150.57,2750,89,2697.83,0.8,7.1,1,130.96,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
413,6671,27.0,68367.96,106964.88,784,5752.92,0,0,2429.93,307,196,8120.78,3.1,8.7,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
414,9668,69.2,88031.97,91243.97,574,1523.89,1,0,1030.09,3086,84,5339.45,4.0,4.9,1,749.63,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
415,9435,55.0,73009.0,97614.56,558,21762.13,1,1,5052.46,4694,87,537.04,2.8,4.6,1,4621.79,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
416,6099,38.8,29938.39,64455.0,741,18095.46,1,0,2101.1,2952,154,4574.82,3.7,6.2,0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
417,8314,73.3,81038.95,113796.47,677,10727.85,1,1,189.54,2543,228,9422.16,3.7,6.6,1,177.55,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
418,7915,51.7,40038.79,110434.29,575,10970.28,0,0,5907.51,868,264,8879.71,5.6,1.5,0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
419,7763,67.7,52320.57,87567.57,667,30748.29,1,1,598.31,2831,223,1031.62,0.5,5.7,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
420,3780,51.0,65004.0,79943.19,568,4355.97,0,0,822.6,59,121,7443.83,2.9,5.0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
421,1600,80.9,99913.35,128481.39,738,34324.13,1,1,1029.2,1287,173,8059.87,6.5,3.0,0,0.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
422,8745,76.3,122198.37,125554.68,735,20924.98,0,1,105.17,394,4,2721.17,5.1,4.8,1,63.17,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
423,1854,46.3,72134.46,100925.46,693,10859.05,1,0,1372.4,1830,128,4721.37,6.5,2.1,0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
424,1902,64.6,56336.07,73840.23,679,12250.84,0,1,263.22,934,110,7112.77,5.5,1.2,0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
425,3447,59.7,70690.11,114420.97,791,5931.69,0,0,1024.89,4823,37,4396.02,1.8,5.2,1,753.47,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
426,2291,70.5,77753.11,99510.0,650,27895.75,1,1,863.75,2208,71,1136.84,5.3,7.3,0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
427,6244,35.5,53586.65,81835.16,555,14384.68,0,1,2964.2,2880,289,7061.77,4.2,4.1,1,2404.9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
428,4358,60.3,95904.23,116370.86,686,7738.4,1,0,3250.83,2866,31,9117.27,8.5,2.6,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
429,2253,65.9,64601.42,120684.19,817,18129.29,0,0,333.08,4476,268,6528.32,5.6,3.0,0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
430,5342,23.6,69954.86,95136.22,569,109143.69,1,0,913.15,209,11,7740.27,5.0,6.4,0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
431,4414,32.3,73318.49,130806.84,621,11427.88,0,0,934.74,3903,32,3590.04,5.3,9.2,0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
432,9251,19.4,68431.73,110644.01,683,50688.17,0,0,328.36,3990,57,1840.15,4.9,6.9,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
433,8058,46.0,76778.81,114009.81,646,8462.92,0,0,3203.47,1216,166,6431.31,4.9,8.3,0,0.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
434,6976,60.8,47654.94,83185.93,571,1125.75,0,0,2456.72,3989,188,3284.43,3.5,2.4,0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
435,3644,72.5,48833.96,84740.92,740,4569.21,0,1,422.38,803,19,8602.13,5.1,4.8,0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
436,8951,51.1,37996.92,39081.83,836,10849.6,0,0,913.69,4635,116,1235.05,5.9,7.5,1,607.78,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
437,4953,74.4,68790.02,94606.77,666,4959.87,0,0,223.66,4490,184,4340.3,6.1,1.5,1,161.94,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
438,6919,29.3,75578.73,118256.1,578,4.54,0,1,1978.83,382,270,3973.31,5.9,3.4,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
439,1821,24.4,69155.46,98422.0,526,49302.44,0,0,258.79,4537,33,9381.16,7.0,7.4,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
440,3205,49.2,93489.85,102412.0,671,37142.53,1,0,8528.01,4860,10,1539.82,6.2,5.6,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
441,3731,55.8,59888.08,89102.01,738,27118.58,0,0,3034.47,3058,80,108.37,5.3,2.6,1,1706.14,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
